product_id,category_id,supplier_id,sku,product_name,brand,cost_price,selling_price,discount_percent,gst_percent,stock_quantity,reorder_level,rating,launch_date,warranty_months,color,unit,status,inventory_value,returnable
1092,4,13,SKU101092,Fuga Laudantium,Boat,26733,32359.94,40,18,624,31,4.6,2022-04-18,24,White,Piece,Active,20192602.56,No
1093,14,75,SKU101093,Nulla Cumque,Bajaj,25442,33661.87,15,18,102,20,2.6,2023-07-28,12,Grey,Litre,Inactive,3433510.74,Yes
1094,18,98,SKU101094,Eos Repudiandae,Nike,13543,20868.45,40,18,447,77,2.4,2024-07-15,36,Pink,Litre,Active,9328197.15,No
1095,5,91,SKU101095,Voluptatum Similique,Sony,39484,59955.26,30,18,172,61,1.8,2025-03-13,36,Green,Box,Inactive,10312304.72,Yes
1096,13,77,SKU101096,Doloremque Sint,Asus,1690,2439.09,15,18,660,99,1.3,2022-09-27,6,,Litre,Inactive,1609799.4,No
1097,13,3,SKU101097,Enim Enim,Asus,28692,41950.26,30,18,91,65,2.0,2022-01-22,24,Green,Kg,Active,3817473.66,Yes
1098,8,75,SKU101098,Reiciendis Laudantium,Prestige,33993,47574.99,15,18,866,14,4.9,2026-01-30,12,White,Box,Active,41199941.34,Yes
1099,9,11,SKU101099,Hic Saepe,Realme,16821,22313.9,20,18,145,65,2.1,2026-02-19,12,Grey,Pack,Active,3235515.5,Yes
1100,8,12,SKU101100,Dolores Iste,Bajaj,3517,4875.63,10,18,295,80,2.9,2024-01-17,12,Red,Piece,Active,1438310.85,Yes
1101,3,99,SKU101101,Illum Rem,LG,17732,26751.29,10,18,546,25,4.1,2023-10-30,24,Blue,Box,Active,14606204.34,Yes
1102,1,42,SKU101102,Quam Veritatis,Dell,17947,24347.31,0,18,512,74,4.6,2022-05-13,12,Black,Kg,Active,12465822.72,Yes
1103,8,78,SKU101103,Deleniti Neque,Levis,37708,56244.45,40,18,251,68,1.7,2022-01-22,12,Blue,Litre,Active,14117356.95,Yes
1104,13,18,SKU101104,Harum Ullam,Samsung,18922,25173.57,40,18,693,60,3.2,2022-08-20,36,Yellow,Pack,Inactive,17445284.01,No
1105,17,53,SKU101105,Voluptates Delectus,Dell,33074,50568.94,10,18,824,14,1.8,2023-09-05,24,Green,Piece,Inactive,41668806.56,No
1106,13,39,SKU101106,Dignissimos Iste,Levis,1664,2092.1,15,18,768,12,1.9,2023-08-30,12,Pink,Litre,Active,1606732.8,No
1107,13,32,SKU101107,Veritatis Mollitia,HP,1173,1818.45,40,18,258,72,2.6,2025-09-19,24,Red,Kg,Active,469160.1,No
1108,2,32,SKU101108,Dicta Repellat,HP,42044,65646.38,20,18,383,16,2.4,2023-11-03,36,White,Litre,Inactive,25142563.54,No
1109,17,71,SKU101109,Sunt Nesciunt,Asus,2755,4317.05,40,18,69,55,2.3,2024-09-29,12,Black,Piece,Active,297876.45,No
1110,2,4,SKU101110,Odio Autem,Realme,14432,20426.15,25,18,24,67,2.6,2022-05-07,36,Silver,Litre,Inactive,490227.6,No
1111,12,7,SKU101111,Necessitatibus Quam,Realme,38479,44699.09,40,18,776,72,2.7,2023-12-03,6,Blue,Kg,Inactive,34686493.84,No
1112,9,19,SKU101112,Voluptate Maxime,HP,12966,14866.75,30,18,282,60,1.9,2025-06-03,6,Blue,Box,Inactive,4192423.5,Yes
1113,14,20,SKU101113,Placeat Itaque,Philips,35951,49759.54,15,18,0,18,1.7,2026-07-04,36,White,Box,Inactive,0.0,Yes
1114,16,15,SKU101114,A Consectetur,Sony,43970,58471.44,25,18,631,57,4.4,2025-06-15,24,Brown,Litre,Inactive,36895478.64,No
1115,17,20,SKU101115,Tempora Vel,Milton,44792,67979.89,50,18,698,45,4.2,2024-08-07,12,Red,Piece,Inactive,47449963.22,No
1116,9,43,SKU101116,At Quibusdam,Realme,19798,26716.16,30,18,52,85,2.2,2024-12-08,6,Blue,Litre,Active,1389240.32,Yes
1117,8,60,SKU101117,Esse Nobis,HP,6561,9504.86,50,18,371,62,4.0,2023-05-11,24,Green,Piece,Active,3526303.06,Yes
1118,20,62,SKU101118,Possimus Fugiat,Milton,4446,6613.35,0,18,446,61,4.3,2024-04-20,36,Black,Pack,Inactive,2949554.1,Yes
1119,10,31,SKU101119,Id Labore,Asus,32334,50567.72,30,18,602,37,,2026-03-18,24,Red,Litre,Active,30441767.44,No
1120,6,77,SKU101120,Repellat Delectus,Puma,38992,50238.22,5,18,103,20,1.3,2026-05-15,12,Yellow,Kg,Inactive,5174536.66,Yes
1121,5,7,SKU101121,Placeat Laboriosam,Samsung,30981,36829.8,10,18,298,56,3.7,2021-12-19,24,Brown,Piece,Active,10975280.4,Yes
1122,10,43,SKU101122,Aperiam Consequuntur,LG,2652,4238.31,5,18,40,88,1.0,2025-06-18,12,Grey,Kg,Active,169532.4,No
1123,19,38,SKU101123,Ad Cupiditate,Bajaj,34577,39274.0,20,18,141,18,2.8,2022-11-24,12,Yellow,Piece,Inactive,5537634.0,Yes
1124,10,5,SKU101124,Nulla Odit,Titan,22294,31936.25,40,18,829,67,2.4,2021-07-24,24,Grey,Kg,Active,26475151.25,No
1125,11,27,SKU101125,Nobis Eligendi,Boat,30330,35618.35,10,18,37,20,1.2,2022-09-04,12,White,Kg,Active,1317878.95,Yes
1126,3,37,SKU101126,Totam Incidunt,Puma,45170,56913.08,15,18,735,71,2.7,2022-11-27,24,Red,Kg,Active,41831113.8,No
1127,6,51,SKU101127,Harum Consectetur,Lenovo,22715,25736.72,0,18,861,42,2.6,2024-08-14,36,Grey,Pack,Inactive,22159315.92,Yes
1128,11,96,SKU101128,Explicabo Blanditiis,Cello,27779,39701.81,10,18,7,31,4.8,2024-09-19,36,Silver,Box,Active,277912.67,Yes
1129,8,66,SKU101129,Vel Totam,Bajaj,32563,51401.71,15,18,738,33,2.7,2022-12-18,24,Silver,Litre,Inactive,37934461.98,No
1130,1,14,SKU101130,Asperiores Nam,Asus,32938,39553.82,10,18,340,97,3.6,2024-02-26,24,Yellow,Kg,Active,13448298.8,No
1131,2,59,SKU101131,Voluptates Eveniet,Xiaomi,35956,44768.69,40,18,45,46,2.3,2025-03-16,6,Pink,Kg,Inactive,2014591.05,Yes
1132,11,76,SKU101132,Ullam Consectetur,Boat,29543,36407.32,0,18,836,39,3.7,2022-05-13,36,Green,Piece,Active,30436519.52,Yes
1133,8,58,SKU101133,A Error,Boat,26116,28756.99,0,18,981,19,4.2,2025-08-11,36,Black,Litre,Inactive,28210607.19,Yes
1134,16,75,SKU101134,Autem Delectus,Lenovo,35102,50218.48,20,18,798,24,4.4,2023-06-24,36,Yellow,Pack,Active,40074347.04,Yes
1135,1,88,SKU101135,Quas Vero,Philips,5321,6727.81,15,18,969,71,1.1,2025-05-04,24,Blue,Pack,Inactive,6519247.89,No
1136,6,55,SKU101136,Accusamus Accusamus,Lenovo,47886,56599.03,5,18,783,46,2.2,2024-06-23,6,White,Box,Active,44317040.49,Yes
1137,8,9,SKU101137,Cumque Nisi,Nike,-500,13682.43,40,18,345,25,3.0,2022-09-05,36,Yellow,Piece,Inactive,4720438.35,No
1138,3,46,SKU101138,Perferendis Aut,Sony,23249,27624.44,15,18,558,42,3.9,2023-07-03,6,White,Box,Active,15414437.52,No
1139,6,67,SKU101139,Molestiae Commodi,Cello,35149,42076.35,25,18,30,53,4.4,2022-06-05,36,White,Litre,Inactive,1262290.5,Yes
1140,6,25,SKU101140,Corporis Ipsam,Bajaj,41878,56188.2,5,18,999,39,4.3,2024-09-05,36,Yellow,Kg,Inactive,56132011.8,No
1141,12,26,SKU101141,In Deserunt,Apple,2484,3294.91,0,18,584,55,1.1,2024-10-23,24,Silver,Kg,Active,1924227.44,No
1142,15,11,SKU101142,Deleniti Temporibus,HP,6389,8927.5,50,18,784,24,3.4,2022-10-08,24,White,Litre,Active,6999160.0,No
1143,8,40,SKU101143,Atque Quia,OnePlus,27994,34900.84,5,18,56,48,3.7,2026-05-07,24,Grey,Box,Inactive,1954447.04,No
1144,14,10,SKU101144,Accusamus Similique,Realme,23941,27234.22,20,18,756,48,2.6,2022-12-13,24,Silver,Box,Active,20589070.32,Yes
1145,17,78,SKU101145,Nulla Laudantium,Bajaj,6661,8534.51,5,18,998,43,4.1,2023-05-14,6,Blue,Litre,Active,8517440.98,Yes
1146,8,7,SKU101146,Sunt Distinctio,Nike,20513,31194.81,50,18,772,79,4.7,2025-01-21,24,Yellow,Pack,Active,24082393.32,No
1147,2,40,SKU101147,Sint Vitae,Philips,6192,8848.05,20,18,758,16,1.5,2025-04-26,6,White,Kg,Active,6706821.9,No
1148,12,52,SKU101148,Esse Commodi,OnePlus,7105,8754.36,50,18,916,41,1.3,2022-05-30,6,Black,Kg,Active,8018993.76,Yes
1149,6,95,SKU101149,Deserunt Cupiditate,Milton,33502,40848.76,30,18,5,97,3.1,2024-10-27,12,Pink,Litre,Active,204243.8,Yes
1150,14,28,SKU101150,Laudantium Nobis,Bajaj,43804,56692.04,50,18,299,54,1.5,2024-03-25,36,Brown,Pack,Inactive,16950919.96,Yes
1151,20,16,SKU101151,Deserunt Expedita,Cello,27639,33926.86,40,18,1,24,2.6,2023-11-29,24,Blue,Litre,Active,33926.86,Yes
1152,8,17,SKU101152,Tenetur Blanditiis,Cello,2734,3322.98,15,18,762,15,3.9,2023-09-01,12,Red,Pack,Active,2532110.76,Yes
1153,7,92,SKU101153,Quod Sapiente,LG,45727,50614.3,5,18,349,36,2.8,2023-12-24,6,Silver,Pack,Inactive,17664390.7,No
1154,17,88,SKU101154,Voluptas Alias,Nike,29159,41742.85,10,18,211,59,2.4,2024-02-14,12,Pink,Kg,Inactive,8807741.35,No
1155,2,33,SKU101155,Enim Quas,Samsung,28496,37950.72,0,18,800,17,4.0,2025-11-21,12,Grey,Piece,Inactive,30360576.0,Yes
1156,10,36,SKU101156,Eaque Mollitia,Dell,28028,41608.32,40,18,804,77,1.3,2024-01-26,24,Red,Kg,Active,33453089.28,No
1157,16,50,SKU101157,Tenetur Asperiores,Nike,10615,14225.96,40,18,926,27,1.1,2023-08-04,36,Grey,Box,Active,13173238.96,Yes
1158,9,93,SKU101158,Possimus Molestiae,Levis,34311,42113.51,5,18,278,94,3.1,2022-07-07,36,Black,Piece,Active,11707555.78,Yes
1159,10,33,SKU101159,Excepturi Praesentium,Boat,49759,78561.47,50,18,876,88,3.3,2022-02-27,12,Pink,Litre,Active,68819847.72,Yes
1160,1,42,SKU101160,Quia Accusantium,Cello,36398,47676.4,25,18,1,71,1.8,2024-08-16,24,Grey,Pack,Inactive,47676.4,Yes
1161,13,86,SKU101161,Ipsum Delectus,Bajaj,37141,51329.27,5,18,389,70,3.5,2024-11-04,24,Black,Pack,Inactive,19967086.03,No
1162,8,69,SKU101162,Reiciendis Nihil,Puma,32419,39349.82,50,18,16,98,1.3,2024-08-30,12,Red,Kg,Active,629597.12,Yes
1163,15,53,SKU101163,Quisquam Vero,OnePlus,48505,55116.33,50,18,451,27,1.9,2023-01-09,24,White,Piece,Inactive,24857464.83,Yes
1164,19,53,SKU101164,Optio Aut,LG,18477,26265.23,40,18,914,36,1.4,2021-09-11,6,White,Pack,Active,24006420.22,Yes
1165,16,89,SKU101165,Repudiandae Atque,Nike,35559,42084.75,0,18,948,72,4.3,2021-09-02,36,Silver,Piece,Active,39896343.0,Yes
1166,19,36,SKU101166,Fuga Esse,Samsung,28090,40679.64,25,18,771,67,3.2,2021-11-22,6,Brown,Piece,Inactive,31364002.44,Yes
1167,6,21,SKU101167,Assumenda Nam,Boat,48431,54368.74,120,18,200,36,1.8,2025-11-11,6,Pink,Box,Active,10873748.0,Yes
1168,4,93,SKU101168,Illo Sunt,Lenovo,24128,34106.5,20,18,854,97,2.7,2025-10-25,12,Pink,Kg,Active,29126951.0,Yes
1169,12,5,SKU101169, Nesciunt Nisi ,OnePlus,11575,16693.69,30,18,111,20,4.1,2024-12-22,12,Grey,Piece,Inactive,1852999.59,Yes
1170,6,35,SKU101170,Blanditiis Tempore,Cello,34195,49817.37,50,18,972,85,4.6,2026-02-13,24,Pink,Box,Active,48422483.64,No
1171,14,23,SKU101171,Quidem Sint,Bajaj,29268,36280.25,20,18,620,37,4.7,2022-11-08,6,Red,Kg,Inactive,22493755.0,No
1172,18,60,SKU101172,Hic Blanditiis,Sony,38202,44225.45,10,18,922,16,1.9,2024-03-10,6,Yellow,Kg,Inactive,40775864.9,Yes
1173,2,67,SKU101173,Beatae Quaerat,Dell,35425,54480.09,10,18,246,16,3.0,2023-04-14,6,Red,Litre,Active,13402102.14,No
1174,17,69,SKU101174,Dolor Quidem,Sony,17116,21062.44,50,18,139,32,1.2,2024-05-02,12,Blue,Box,Active,2927679.16,Yes
1175,20,57,SKU101175,Mollitia Repudiandae,Sony,27764,40548.21,50,18,82,51,2.8,2022-02-12,24,Black,Piece,Active,3324953.22,Yes
1176,1,93,SKU101176,Ipsa Voluptatem,Samsung,5581,7039.03,5,18,84,98,1.8,2025-04-11,6,Pink,Litre,Inactive,591278.52,Yes
1177,20,4,SKU101177,Excepturi Aspernatur,HP,23256,29219.35,5,18,813,74,3.6,2023-08-20,24,Blue,Piece,Active,23755331.55,No
1178,10,63,SKU101178,Commodi Nostrum,Realme,5120,6017.48,20,18,513,89,4.2,2022-07-17,36,Black,Litre,Inactive,3086967.24,No
1179,1,6,SKU101179,Odit Similique,Bajaj,3301,3635.71,20,18,907,41,2.5,2022-01-08,6,Silver,Litre,Inactive,3297588.97,Yes
1180,13,49,SKU101180,Ipsa Vel,Xiaomi,8157,9934.42,10,18,816,44,,2023-01-18,24,Black,Pack,Inactive,8106486.72,Yes
1181,19,49,SKU101181,Cumque Accusantium,Apple,36311,52910.36,40,18,54,62,1.8,2022-09-21,36,Brown,Pack,Active,2857159.44,Yes
1182,5,9,SKU101182,Voluptates Accusamus,Apple,17651,26494.1,5,18,886,60,2.0,2022-12-13,6,Green,Pack,Active,23473772.6,No
1183,16,32,SKU101183,Praesentium Laborum,Realme,12804,16504.92,15,18,541,92,1.3,2026-01-01,12,White,Box,Inactive,8929161.72,No
1184,6,67,SKU101184,Quas Facilis,Xiaomi,42382,60807.47,20,18,417,48,1.6,2022-12-22,36,Blue,Pack,Inactive,25356714.99,Yes
1185,4,40,SKU101185,Minima Debitis,Nike,5484,7299.11,0,18,841,59,2.2,2023-11-04,36,Blue,Pack,Inactive,6138551.51,No
1186,2,24,SKU101186,Cumque Aliquam,Titan,15112,22072.01,25,18,348,79,3.7,2024-05-27,6,White,Kg,Inactive,7681059.48,No
1187,14,36,SKU101187,Nobis Fugit,Adidas,33718,46795.68,50,18,517,12,4.1,2026-01-04,24,Red,Litre,Active,24193366.56,No
1188,11,93,SKU101188,At Fuga,HP,30618,43019.75,0,18,689,98,2.4,2026-06-17,6,Green,Box,Active,29640607.75,Yes
1189,7,98,SKU101189,Sunt Autem,Levis,12835,19435.56,20,18,601,50,4.5,2025-10-10,12,Blue,Piece,Active,11680771.56,Yes
1190,20,59,SKU101190, Odit Quaerat ,Realme,30669,44795.93,5,18,557,16,3.4,2024-08-13,6,Red,Kg,Active,24951333.01,Yes
1191,13,83,SKU101191,Aspernatur Praesentium,Puma,14892,16673.17,30,18,875,14,3.9,2026-05-18,36,Silver,Kg,Active,14589023.75,No
1192,17,53,SKU101192,Doloremque Maxime,OnePlus,47304,72470.1,0,18,10,33,1.8,2022-11-22,6,Brown,Piece,Inactive,724701.0,No
1193,4,71,SKU101193,Facere Corporis,HP,39237,53438.24,0,18,250,98,2.5,2026-06-09,36,Green,Pack,Active,13359560.0,No
1194,1,80,SKU101194,Veniam Cum,Milton,14105,18278.4,25,18,137,17,1.3,2023-07-01,6,Yellow,Litre,Inactive,2504140.8,Yes
1195,18,38,SKU101195,Quaerat A,Boat,15261,19816.42,40,18,351,13,3.3,2021-12-05,36,Red,Box,Active,6955563.42,Yes
1196,20,78,SKU101196,Accusantium Exercitationem,Realme,9791,11129.93,40,18,281,52,2.4,2021-12-11,24,Black,Pack,Active,3127510.33,No
1197,2,47,SKU101197,Optio Maiores,Prestige,1492,2221.6,25,18,243,73,4.7,2024-10-23,6,Yellow,Piece,Active,539848.8,Yes
1198,14,100,SKU101198,Distinctio Dolorum,Samsung,2862,4498.85,0,18,532,36,2.4,2021-11-08,6,Black,Kg,Active,2393388.2,No
1199,3,42,SKU101199,Quod Ullam,Lenovo,6650,10483.02,15,18,260,53,2.4,2025-02-13,12,Grey,Litre,Active,2725585.2,No
1200,16,55,SKU101200,Et Iste,OnePlus,42315,65639.41,15,18,537,43,2.2,2023-09-01,6,Red,Pack,Active,35248363.17,No
1201,7,44,SKU101201,Nesciunt Ipsum,Adidas,15659,20958.69,50,18,754,77,1.5,2023-11-11,12,Silver,Litre,Active,15802852.26,Yes
1202,4,86,SKU101202,Autem Rem,Levis,29691,42919.94,0,18,620,16,3.0,2024-09-22,6,Green,Pack,Active,26610362.8,Yes
1203,15,33,SKU101203,Cumque Provident,Xiaomi,10952,14253.23,30,18,785,89,3.3,2022-01-01,24,Yellow,Litre,Inactive,11188785.55,Yes
1204,17,38,SKU101204,Dolorum Et,HP,35179,52478.81,30,18,652,82,2.0,2025-12-10,6,Green,Piece,Inactive,34216184.12,Yes
1205,6,25,SKU101205,Aperiam Natus,LG,12221,18570.95,15,18,301,28,4.1,2022-02-21,6,Grey,Litre,Active,5589855.95,No
1206,5,51,SKU101206,Omnis Id,Prestige,7814,10381.61,30,18,995,13,3.6,2024-03-13,12,Green,Litre,Active,10329701.95,Yes
1207,11,86,SKU101207,Itaque Commodi,Milton,39578,61501.44,15,18,920,76,1.6,2026-04-05,6,Green,Piece,Inactive,56581324.8,No
1208,4,19,SKU101208,Odit Accusamus,Cello,37210,52280.18,25,18,30,80,4.2,2024-09-10,36,Brown,Pack,Active,1568405.4,No
1209,9,12,SKU101209,Eligendi Illum,OnePlus,25163,34887.41,25,18,416,90,1.3,2026-05-08,6,Yellow,Kg,Inactive,14513162.56,Yes
1210,5,99,SKU101210,Incidunt Soluta,Lenovo,34736,43657.85,25,18,945,25,2.0,2023-08-14,24,Grey,Litre,Active,41256668.25,Yes
1211,19,99,SKU101211,Officiis Maxime,Adidas,33459,41353.68,0,18,875,13,4.3,2025-10-01,12,Black,Piece,Inactive,36184470.0,No
1212,13,9,SKU101212,Eius Quisquam,Apple,7753,11760.18,30,18,515,35,1.3,2023-08-22,24,Black,Piece,Active,6056492.7,No
1213,17,8,SKU101213,Distinctio Ab,Bajaj,42586,52790.61,20,18,644,87,1.3,2025-01-15,6,Pink,Kg,Active,33997152.84,Yes
1214,19,57,SKU101214,Alias Eveniet,Prestige,27044,38226.39,0,18,747,57,1.9,2026-02-28,6,Pink,Kg,Inactive,28555113.33,No
1215,13,21,SKU101215,Laborum Tempora,Apple,46913,73722.16,10,18,743,61,4.1,2021-08-20,12,Brown,Box,Inactive,54775564.88,Yes
1216,18,12,SKU101216,Iusto A,Asus,47612,67261.23,40,18,944,59,4.7,2024-10-03,6,Green,Piece,Inactive,63494601.12,No
1217,3,25,SKU101217,Inventore Corporis,Lenovo,13381,17755.69,5,18,959,26,4.8,2023-04-20,12,Red,Pack,Inactive,17027706.71,Yes
1218,15,70,SKU101218,Quia Ex,Sony,30525,33739.91,10,18,694,23,1.3,2025-02-15,36,,Box,Inactive,23415497.54,Yes
1219,17,86,SKU101219,Porro Assumenda,Puma,8774,11703.32,50,18,587,54,2.5,2022-10-07,36,White,Litre,Inactive,6869848.84,No
1220,9,76,SKU101220,Hic Consectetur,Apple,47678,75360.75,25,18,48,28,4.5,2021-12-05,6,White,Kg,Inactive,3617316.0,No
1221,2,31,SKU101221,Eveniet Quasi,Canon,13527,19492.74,5,18,407,70,3.1,2025-01-25,36,Pink,Litre,Active,7933545.18,Yes
1222,3,2,SKU101222,Voluptates Minima,Dell,41981,48115.86,40,18,915,85,3.1,2025-06-15,12,Green,Litre,Inactive,44026011.9,Yes
1223,19,70,SKU101223,Blanditiis Repellendus,Puma,48239,73075.99,40,18,239,64,4.5,2022-05-14,12,White,Litre,Active,17465161.61,No
1224,14,4,SKU101224,Quae Deleniti,Puma,15101,20933.2,40,18,982,12,3.0,2024-11-28,36,Grey,Piece,Inactive,20556402.4,No
1225,2,52,SKU101225,Autem Rerum,Asus,15563,24125.08,50,18,798,28,4.4,2026-05-21,6,Grey,Litre,Active,19251813.84,Yes
1226,6,24,SKU101226,Assumenda Nostrum,Boat,41333,52685.19,10,18,88,60,3.7,2022-09-01,6,Silver,Litre,Inactive,4636296.72,Yes
1227,9,52,SKU101227,Ex Illum,Xiaomi,9952,14592.07,50,18,666,32,1.3,2023-10-10,24,,Kg,Inactive,9718318.62,Yes
1228,18,76,SKU101228,Ipsam Mollitia,OnePlus,44786,55277.51,30,18,638,87,3.2,2024-04-30,6,Blue,Box,Active,35267051.38,No
1229,2,78,SKU101229,Ipsum Odio,Cello,47917,58214.34,50,18,443,86,3.9,2023-11-13,24,Blue,Pack,Inactive,25788952.62,Yes
1230,3,37,SKU101230,Eveniet Autem,Levis,29713,41985.45,50,18,468,14,3.8,2023-04-12,24,Blue,Box,Inactive,19649190.6,No
1231,13,62,SKU101231,Deleniti Reprehenderit,Lenovo,35441,52614.07,10,18,26,88,2.8,2022-06-25,6,Brown,Piece,Inactive,1367965.82,No
1232,20,69,SKU101232,Dolor Corrupti,Asus,25296,34680.52,30,18,517,73,3.9,2022-12-14,12,Silver,Litre,Active,17929828.84,No
1233,2,83,SKU101233,Odio Omnis,OnePlus,20957,30194.46,0,18,408,92,1.7,2024-03-23,12,Silver,Piece,Inactive,12319339.68,Yes
1234,12,97,SKU101234,Nemo Cumque,Titan,25065,36691.26,25,18,702,68,3.3,2026-02-11,6,Blue,Pack,Active,25757264.52,No
1235,12,35,SKU101235, Magnam Eos ,Nike,12063,18904.11,30,18,471,85,2.6,2025-05-26,24,Blue,Box,Active,8903835.81,No
1236,13,29,SKU101236,Inventore Officiis,Lenovo,35894,56721.04,5,18,348,61,1.7,2023-10-23,24,Blue,Litre,Inactive,19738921.92,No
1237,6,44,SKU101237,Cumque Consectetur,Titan,11089,17568.46,10,18,413,85,1.9,2022-11-23,24,Yellow,Litre,Inactive,7255773.98,Yes
1238,8,65,SKU101238,Vitae Incidunt,LG,36795,53548.04,25,18,374,13,4.8,2021-11-24,24,Grey,Litre,Inactive,20026966.96,Yes
1239,20,42,SKU101239,Esse Itaque,Asus,44671,55555.2,20,18,229,10,1.8,2022-10-25,6,Yellow,Litre,Active,12722140.8,Yes
1240,16,77,SKU101240,Consectetur Expedita,Asus,10901,12246.67,50,18,853,100,2.3,2024-07-31,6,White,Pack,Active,10446409.51,No
1241,10,12,SKU101241,Nam Quam,Puma,19344,25666.36,25,18,847,51,1.8,2021-12-21,12,Silver,Litre,Active,21739406.92,No
1242,16,94,SKU101242,Veritatis In,Realme,6481,7900.82,30,18,458,50,1.2,2023-10-08,24,Blue,Piece,Inactive,3618575.56,Yes
1243,2,100,SKU101243,Doloribus Aliquam,Levis,11721,15569.2,50,18,970,25,3.8,2024-12-29,6,Brown,Box,Inactive,15102124.0,Yes
1244,9,47,SKU101244,Odio Quos,HP,15501,23597.96,50,18,571,54,2.6,2026-03-27,24,Yellow,Kg,Inactive,13474435.16,Yes
1245,11,99,SKU101245,Expedita Consequatur,Xiaomi,33290,43535.21,40,18,551,66,2.1,2025-06-26,12,Pink,Pack,Inactive,23987900.71,No
1246,18,81,SKU101246,Corporis Deserunt,Puma,48130,67100.95,25,18,815,50,4.2,2022-08-03,24,Blue,Litre,Active,54687274.25,No
1247,20,16,SKU101247,Accusantium Assumenda,Sony,45528,59826.23,25,18,26,27,4.7,2023-06-12,6,Black,Box,Inactive,1555481.98,No
1248,8,76,SKU101248,Delectus Eius,Prestige,15310,17397.89,120,18,134,92,4.5,2024-12-17,6,Silver,Pack,Active,2331317.26,Yes
1249,1,42,SKU101249,Minima Vitae,Puma,31591,35283.82,15,18,648,91,2.7,2022-04-09,6,Green,Pack,Inactive,22863915.36,No
1250,13,76,SKU101250,Reprehenderit Repudiandae,Bajaj,47072,63326.65,40,18,986,98,5.0,2023-10-04,36,Pink,Pack,Inactive,62440076.9,Yes
1251,1,17,SKU101251,Autem Adipisci,Levis,33871,53936.01,10,18,941,57,2.2,2022-02-07,6,Yellow,Box,Active,50753785.41,Yes
1252,5,25,SKU101252,Eius Tenetur,Sony,8376,10051.96,10,18,899,92,1.0,2025-04-29,6,Black,Kg,Active,9036712.04,Yes
1253,17,32,SKU101253,Debitis Consectetur,Philips,17296,23259.12,15,18,734,80,2.9,2024-05-17,12,Pink,Kg,Active,17072194.08,No
1254,6,24,SKU101254,Cupiditate Animi,Levis,31562,42044.71,20,18,764,56,3.2,2025-06-23,12,Grey,Box,Active,32122158.44,No
1255,5,80,SKU101255,Architecto Dolores,Sony,33584,50655.89,40,18,391,94,3.2,2026-06-08,36,Black,Litre,Active,19806452.99,No
1256,4,83,SKU101256,Non Nam,Asus,11604,13131.79,15,18,203,66,4.1,2025-10-10,12,Black,Pack,Active,2665753.37,Yes
1257,5,74,SKU101257,Aliquam Modi,Xiaomi,40392,48755.13,30,18,902,31,4.8,2025-03-08,24,Brown,Piece,Inactive,43977127.26,Yes
1258,18,71,SKU101258,Doloribus Libero,HP,15596,24148.12,25,18,668,56,3.8,2023-05-20,12,Silver,Litre,Inactive,16130944.16,No
1259,14,16,SKU101259,Ea Harum,Asus,47599,67700.21,40,18,224,30,4.2,2023-12-08,6,Brown,Pack,Inactive,15164847.04,No
1260,19,100,SKU101260,Occaecati Distinctio,Asus,40156,58537.23,5,18,184,67,3.4,2021-11-06,36,Black,Box,Active,10770850.32,No
1261,3,21,SKU101261,Sint Sit,Apple,21799,26665.51,40,18,777,77,4.6,2023-08-24,12,Pink,Pack,Active,20719101.27,Yes
1262,5,20,SKU101262,Tenetur Impedit,Samsung,44351,65478.69,5,18,137,56,2.6,2025-10-19,6,Yellow,Box,Active,8970580.53,Yes
1263,2,34,SKU101263,Neque Quo,OnePlus,32143,45105.95,40,18,531,74,3.0,2025-08-18,24,Red,Pack,Inactive,23951259.45,Yes
1264,8,82,SKU101264,Assumenda Commodi,OnePlus,25943,40526.89,0,18,206,12,2.1,2023-12-08,36,White,Litre,Inactive,8348539.34,Yes
1265,15,9,SKU101265,Molestiae Deserunt,Levis,10782,17003.72,5,18,23,29,3.6,2025-02-13,24,Black,Piece,Inactive,391085.56,Yes
1266,16,36,SKU101266,Eligendi Temporibus,Prestige,48263,65429.69,0,18,626,35,4.6,2026-01-10,36,White,Box,Inactive,40958985.94,Yes
1267,20,15,SKU101267,Expedita Suscipit,HP,26171,29421.65,10,18,749,29,1.5,2026-03-07,36,Grey,Kg,Active,22036815.85,Yes
1268,4,78,SKU101268,Ad Modi,Milton,5948,6887.59,30,18,412,23,1.5,2024-08-10,6,Brown,Piece,Inactive,2837687.08,Yes
1269,11,85,SKU101269,Perferendis Quisquam,Realme,49904,65814.32,15,18,202,89,4.0,2025-09-04,24,Brown,Box,Inactive,13294492.64,No
1270,11,27,SKU101270,Laborum Recusandae,OnePlus,978,1398.7,40,18,666,95,4.2,2025-10-29,6,Blue,Pack,Active,931534.2,Yes
1271,3,37,SKU101271,Iste Molestias,Samsung,36694,52895.17,50,18,143,53,4.4,2023-11-09,24,Blue,Box,Inactive,7564009.31,No
1272,5,3,SKU101272,Ducimus Alias,Xiaomi,12791,18550.95,25,18,990,54,3.9,2024-04-07,6,Black,Box,Inactive,18365440.5,Yes
1273,19,64,SKU101273,Saepe Est,Samsung,6468,7854.94,40,18,121,28,2.1,2021-10-21,24,Yellow,Pack,Inactive,950447.74,No
1274,10,98,SKU101274,Hic Aspernatur,HP,13994,21315.26,20,18,964,19,,2025-07-26,6,Blue,Kg,Active,20547910.64,No
