return_id,order_id,customer_id,return_date,return_reason,refund_amount,refund_status,inspection_status,return_mode,warehouse,product_condition,resolution,exchange_requested,processing_days,refund_method,customer_feedback,region,case_status,pickup_completed,ticket_status
953,36440,409,2025-04-21,Late Delivery,87956.57,Completed,Passed,Drop,Warehouse C,Sealed,Replacement,Yes,7,Wallet,Excellent,West,Pending,No,Active
954,19595,1681,2026-08-03,Missing Parts,37658.34,Rejected,Pending,Pickup,Warehouse B,Sealed,Replacement,Yes,15,Bank Transfer,Good,West,Pending,No,Active
955,20984,2914,2024-12-12,Changed Mind,61973.84,Pending,Failed,Pickup,Warehouse C,Opened,Refund,Yes,14,Bank Transfer,Good,West,Resolved,No,Active
956,45004,728,2025-02-03,Changed Mind,114485.21,Rejected,Pending,Drop,Warehouse A,Sealed,Refund,No,10,UPI,Average,North,Resolved,No,Closed
957,27585,5973,2025-09-26,Late Delivery,38783.22,Completed,Pending,Drop,Warehouse A,Sealed,Refund,No,1,UPI,Good,East,Resolved,No,Closed
958,14969,5640,2025-04-11,Missing Parts,10305.54,Completed,Pending,Pickup,Warehouse B,Opened,Replacement,No,9,Wallet,Excellent,North,Resolved,Yes,Active
959,43551,3198,2026-03-17,Changed Mind,75232.98,Completed,Passed,Drop,Warehouse B,Opened,Replacement,Yes,8,Wallet,Average,North,Pending,Yes,Closed
960,8575,7158,2026-01-31,Late Delivery,69885.38,Rejected,Failed,Pickup,Warehouse C,Opened,Refund,Yes,3,Bank Transfer,Good,South,Pending,No,Active
961,29897,9404,2025-05-15,Missing Parts,58161.98,Completed,Pending,Drop,Warehouse A,Opened,Refund,No,13,Wallet,Excellent,South,Pending,No,Closed
962,49222,5611,2025-12-09,Late Delivery,6790.65,Completed,Passed,Drop,Warehouse A,Opened,Replacement,Yes,11,Bank Transfer,Average,West,Resolved,No,Closed
963,3926,4210,2025-08-29,Wrong Item Delivered,54533.84,Rejected,Pending,Pickup,Warehouse C,Opened,Replacement,No,9,Wallet,Average,North,Resolved,No,Active
964,37475,5866,2025-03-05,Missing Parts,104544.15,Pending,Passed,Pickup,Warehouse A,Sealed,Refund,No,14,Bank Transfer,Good,East,Pending,No,Active
965,8894,9627,2025-10-21,Not as Described,73908.93,Pending,Pending,Drop,Warehouse B,Opened,Refund,No,6,UPI,Excellent,South,Resolved,No,Active
966,25420,8750,2026-06-19,Duplicate Order,52281.88,Pending,Passed,Pickup,Warehouse C,Opened,Refund,Yes,1,Bank Transfer,Average,North,Pending,No,Active
967,20623,246,2024-12-15,Damaged Product,17740.01,Pending,Failed,Pickup,Warehouse C,Sealed,Replacement,Yes,3,UPI,Excellent,North,Resolved,No,Active
968,48174,2228,2025-11-19,Missing Parts,124917.52,Rejected,Passed,Drop,Warehouse A,Opened,Refund,No,3,UPI,Excellent,North,Pending,Yes,Active
969,7526,9569,2026-03-26,Late Delivery,112905.15,Pending,Passed,Drop,Warehouse C,Opened,Replacement,Yes,1,Bank Transfer,Good,West,Resolved,No,Closed
970,10413,8440,2026-05-02,Missing Parts,64469.32,Rejected,Failed,Drop,Warehouse A,Opened,Replacement,No,11,Wallet,Poor,North,Resolved,No,Active
971,34563,7716,2025-10-22,Quality Issue,79993.19,Rejected,Passed,Pickup,Warehouse C,Opened,Refund,Yes,4,UPI,Excellent,North,Pending,Yes,Active
972,19032,9772,2025-05-17,Damaged Product,94650.15,Rejected,Passed,Pickup,Warehouse C,Opened,Replacement,Yes,6,UPI,Poor,South,Resolved,Yes,Closed
973,45236,6140,2025-01-30,Missing Parts,36821.53,Rejected,Pending,Drop,Warehouse B,Opened,Refund,Yes,7,Bank Transfer,Good,South,Pending,No,Closed
974,43381,8521,2025-02-22,Damaged Product,73751.6,Pending,Failed,Pickup,Warehouse A,Opened,Replacement,No,4,Bank Transfer,,East,Resolved,No,Closed
975,40268,8641,2026-07-03,Damaged Product,39471.44,Pending,Pending,Pickup,Warehouse C,Sealed,Replacement,No,11,UPI,,South,Pending,No,Closed
976,29777,3430,2025-07-23,Late Delivery,50513.54,Pending,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,9,Wallet,Good,North,Pending,No,Closed
977,22022,2667,2025-03-29,Changed Mind,28768.85,Rejected,Failed,Pickup,Warehouse A,Opened,Refund,No,5,UPI,Good,West,Resolved,Yes,Active
978,36419,5741,2026-05-10,Missing Parts,99710.67,Rejected,Failed,Pickup,Warehouse B,Opened,Refund,Yes,12,Bank Transfer,Poor,East,Pending,Yes,Closed
979,1421,9754,2026-07-19,Duplicate Order,136210.87,Completed,Failed,Drop,Warehouse C,Opened,Refund,No,1,Bank Transfer,Average,West,Resolved,No,Closed
980,25142,7673,2025-03-10,Damaged Product,61643.2,Rejected,Passed,Pickup,Warehouse C,Opened,Refund,No,14,UPI,Good,West,Pending,Yes,Active
981,41705,8529,2026-05-03,Not as Described,46367.48,Rejected,Passed,Pickup,Warehouse C,Opened,Refund,No,2,UPI,Average,North,Pending,Yes,Closed
982,8440,3893,2024-11-01,Not as Described,92227.54,Completed,Passed,Drop,Warehouse A,Opened,Refund,No,13,Wallet,Good,North,Pending,No,Active
983,24471,8351,2025-05-31,Damaged Product,53596.04,Pending,Passed,Drop,Warehouse B,Opened,Refund,Yes,15,Wallet,Average,North,Pending,No,Closed
984,11341,5023,2026-02-20,Quality Issue,25207.36,Completed,Pending,Pickup,Warehouse C,Opened,Replacement,Yes,3,UPI,Good,North,Resolved,Yes,Active
985,37473,1827,2025-06-19,Not as Described,57666.76,Completed,Pending,Drop,Warehouse A,Opened,Refund,Yes,12,Wallet,Good,East,Pending,No,Active
986,41233,4635,2025-12-11,Quality Issue,57193.48,Pending,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,11,Bank Transfer,Excellent,North,Resolved,Yes,Active
987,21955,7078,2024-11-20,Missing Parts,254.43,Completed,Pending,Pickup,Warehouse B,Sealed,Replacement,Yes,14,Wallet,Good,West,Pending,Yes,Closed
988,8668,6908,2025-11-07,Late Delivery,81046.33,Rejected,Passed,Pickup,Warehouse B,Sealed,Replacement,No,15,UPI,Excellent,South,Resolved,Yes,Active
989,18330,8260,2025-05-27,Quality Issue,105452.5,Completed,Pending,Pickup,Warehouse C,Opened,Refund,Yes,15,UPI,Excellent,South,Resolved,No,Active
990,2783,5835,2024-11-08,Quality Issue,25051.61,Completed,Passed,Drop,Warehouse B,Opened,Refund,Yes,12,Wallet,Excellent,South,Pending,Yes,Closed
991,1443,2858,2026-02-21,Wrong Item Delivered,102388.59,Rejected,Failed,Drop,Warehouse A,Sealed,Replacement,Yes,1,UPI,Excellent,North,Resolved,Yes,Closed
992,28340,7596,2024-09-07,Wrong Item Delivered,18206.76,Completed,Pending,Pickup,Warehouse B,Opened,Replacement,No,1,Wallet,Excellent,South,Pending,No,Closed
993,48115,5312,2025-02-27,Changed Mind,73175.71,Pending,Failed,Pickup,Warehouse A,Opened,Replacement,No,8,Wallet,Excellent,South,Resolved,No,Active
994,33384,1472,2025-11-30,Damaged Product,98641.01,Rejected,Failed,Drop,Warehouse A,Opened,Refund,Yes,11,Bank Transfer,Good,West,Pending,No,Active
995,925,6097,2026-08-05,Changed Mind,124309.99,Rejected,Passed,Drop,Warehouse B,Opened,Refund,No,3,Bank Transfer,Good,East,Pending,Yes,Closed
996,1333,2596,2025-03-17,Missing Parts,24418.48,Rejected,Passed,Pickup,Warehouse C,Sealed,Refund,No,4,UPI,Poor,West,Pending,Yes,Active
997,39966,7035,2026-01-11,Changed Mind,33443.33,Completed,Passed,Drop,Warehouse B,Opened,Refund,No,11,Wallet,Average,South,Pending,No,Active
998,36341,3479,2025-05-06,Late Delivery,15799.83,Rejected,Pending,Pickup,Warehouse B,Sealed,Refund,Yes,11,UPI,Good,West,Pending,Yes,Closed
999,7176,6487,2026-06-29,Damaged Product,2099.8,Completed,Failed,Pickup,Warehouse B,Sealed,Refund,Yes,5,Bank Transfer,Excellent,West,Resolved,No,Closed
1000,15042,4832,2026-06-08,Duplicate Order,9409.48,Pending,Failed,Pickup,Warehouse A,Sealed,Refund,No,6,Wallet,Good,East,Resolved,Yes,Active
1001,24719,3145,2025-03-07,Missing Parts,37787.68,Pending,Failed,Pickup,Warehouse A,Opened,Replacement,Yes,9,Wallet,Good,East,Pending,Yes,Closed
1002,39354,2524,2025-10-29,Damaged Product,20163.13,Rejected,Pending,Drop,Warehouse A,Sealed,Refund,No,4,UPI,,South,Pending,Yes,Closed
1003,1551,9854,2024-12-18,Wrong Item Delivered,73337.04,Pending,Pending,Pickup,Warehouse A,Opened,Refund,Yes,12,Wallet,Poor,West,Resolved,Yes,Active
1004,27743,3739,2025-04-12,Late Delivery,25549.85,Pending,Passed,Pickup,Warehouse B,Sealed,Refund,Yes,15,Bank Transfer,Excellent,North,Resolved,No,Closed
1005,10138,2191,2026-06-17,Missing Parts,52469.8,Rejected,Pending,Pickup,Warehouse A,Opened,Refund,Yes,13,UPI,Excellent,East,Pending,Yes,Active
1006,9298,7299,2025-01-31,Damaged Product,43702.3,Completed,Pending,Drop,Warehouse B,Sealed,Replacement,No,12,Bank Transfer,Excellent,West,Resolved,Yes,Closed
1007,1241,5142,2025-02-06,Duplicate Order,21240.31,Completed,Passed,Pickup,Warehouse B,Opened,Refund,No,2,Wallet,Average,South,Resolved,No,Closed
1008,4865,343,2025-11-26,Quality Issue,113339.08,Pending,Passed,Pickup,Warehouse C,Opened,Refund,Yes,2,UPI,Poor,East,Pending,No,Closed
1009,1259,5837,2025-01-22,Damaged Product,68802.27,Rejected,Pending,Drop,Warehouse A,Sealed,Refund,No,11,UPI,Average,South,Pending,No,Closed
1010,5902,3538,2024-11-25,Damaged Product,43632.61,Rejected,Pending,Pickup,Warehouse A,Opened,Replacement,Yes,1,UPI,Excellent,South,Pending,No,Closed
1011,10908,6438,2025-09-03,Damaged Product,31416.65,Pending,Passed,Drop,Warehouse A,Sealed,Refund,Yes,3,UPI,Average,East,Pending,Yes,Closed
1012,29393,5543,2025-10-13,Missing Parts,97361.62,Rejected,Passed,Drop,Warehouse C,Sealed,Replacement,Yes,10,UPI,Average,East,Resolved,Yes,Active
1013,277,1264,2024-11-03,Damaged Product,102100.26,Rejected,Failed,Pickup,Warehouse B,Sealed,Refund,No,14,Wallet,Good,West,Resolved,Yes,Active
1014,32227,5500,2026-07-07,Wrong Item Delivered,79142,Completed,Passed,Drop,Warehouse B,Opened,Refund,No,10,Wallet,Excellent,East,Pending,Yes,Active
1015,39612,3804,2026-06-10,Changed Mind,106436.82,Rejected,Passed,Drop,Warehouse C,Sealed,Replacement,No,14,Wallet,Poor,North,Pending,Yes,Closed
1016,9605,6788,2026-01-19,Late Delivery,25969.93,Completed,Failed,Pickup,Warehouse B,Opened,Replacement,Yes,3,UPI,Excellent,South,Resolved,No,Active
1017,45239,8699,2025-01-28,Missing Parts,111540.8,Rejected,Pending,Pickup,Warehouse B,Opened,Replacement,Yes,7,Wallet,Excellent,West,Pending,Yes,Closed
1018,20350,2408,2026-05-28,Changed Mind,53163.18,Rejected,Pending,Pickup,Warehouse C,Opened,Replacement,No,11,UPI,Good,North,Pending,Yes,Closed
1019,36470,5662,2025-11-16,Wrong Item Delivered,90609.27,Completed,Pending,Drop,Warehouse B,Opened,Refund,No,10,Bank Transfer,Good,West,Pending,Yes,Closed
1020,4400,2591,2026-03-11,Missing Parts,67425.27,Rejected,Passed,Pickup,Warehouse A,Sealed,Replacement,Yes,11,Wallet,Good,South,Pending,No,Active
1021,8806,232,2025-07-26,Changed Mind,111195.9,Pending,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,14,UPI,Good,West,Resolved,Yes,Active
1022,14306,9917,2025-10-16,Missing Parts,9570.52,Rejected,Failed,Drop,Warehouse A,Opened,Refund,No,9,UPI,Excellent,North,Resolved,No,Active
1023,35680,4466,2026-03-07,Missing Parts,78003.33,Rejected,Passed,Drop,Warehouse A,Sealed,Refund,No,1,Bank Transfer,,South,Resolved,No,Closed
1024,28596,5255,2025-10-01,Duplicate Order,65104.1,Completed,Pending,Drop,Warehouse B,Opened,Replacement,No,8,Wallet,Average,West,Resolved,Yes,Closed
1025,47257,3799,2026-03-21,Missing Parts,25138.16,Pending,Pending,Pickup,Warehouse C,Opened,Replacement,Yes,9,UPI,Poor,West,Pending,Yes,Active
1026,48316,6922,2026-07-26,Wrong Item Delivered,44793.53,Pending,Passed,Drop,Warehouse C,Sealed,Refund,Yes,4,UPI,Poor,South,Resolved,Yes,Closed
1027,26082,5394,2025-10-14,Quality Issue,10664.25,Completed,Failed,Drop,Warehouse A,Sealed,Refund,No,1,UPI,Good,North,Resolved,Yes,Active
1028,1252,1805,2025-12-30,Missing Parts,19718.51,Completed,Pending,Drop,Warehouse A,Sealed,Replacement,No,7,UPI,Good,South,Pending,Yes,Closed
1029,30512,529,2026-07-07,Damaged Product,25626.92,Rejected,Passed,Drop,Warehouse A,Opened,Replacement,No,9,UPI,Excellent,West,Pending,No,Active
1030,48510,539,2025-09-19,Changed Mind,106036.59,Completed,Failed,Drop,Warehouse C,Opened,Refund,No,12,Bank Transfer,Good,South,Resolved,Yes,Active
1031,16674,1958,2026-05-11,Not as Described,55489.6,Rejected,Pending,Pickup,Warehouse A,Opened,Replacement,No,3,Wallet,Average,West,Pending,Yes,Closed
1032,24001,7706,2026-05-13,Late Delivery,32633.44,Completed,Pending,Pickup,Warehouse C,Sealed,Replacement,Yes,6,UPI,Poor,North,Pending,No,Closed
1033,4891,7600,2025-03-04,Wrong Item Delivered,107488.93,Pending,Failed,Pickup,Warehouse B,Sealed,Refund,No,9,UPI,Excellent,East,Resolved,No,Active
1034,46980,6607,2024-08-05,Quality Issue,90647.25,Completed,Passed,Drop,Warehouse B,Opened,Refund,No,11,Wallet,Average,North,Pending,No,Active
1035,18160,9499,2025-05-01,Quality Issue,2634.02,Rejected,Passed,Pickup,Warehouse A,Opened,Replacement,No,8,Wallet,,East,Resolved,No,Closed
1036,26205,4833,2025-11-13,Damaged Product,21388.49,Completed,Passed,Pickup,Warehouse B,Opened,Refund,No,12,Wallet,Average,East,Resolved,No,Closed
1037,32487,6082,2024-11-19,Wrong Item Delivered,58540.25,Rejected,Passed,Drop,Warehouse B,Sealed,Replacement,Yes,12,Wallet,Poor,North,Pending,Yes,Active
1038,24812,7621,2024-10-25,Not as Described,89967.01,Pending,Failed,Pickup,Warehouse C,Opened,Refund,No,5,Bank Transfer,Excellent,North,Pending,No,Closed
1039,37106,9668,2026-06-06,Missing Parts,25097.03,Rejected,Failed,Pickup,Warehouse A,Sealed,Refund,No,12,UPI,Average,North,Pending,Yes,Active
1040,7985,8413,2025-01-08,Changed Mind,73074.43,Completed,Pending,Drop,Warehouse B,Sealed,Replacement,No,10,UPI,Excellent,North,Resolved,No,Active
1041,49133,1231,2025-01-30,Duplicate Order,62608.42,Pending,Failed,Pickup,Warehouse C,Sealed,Replacement,No,4,UPI,Average,East,Resolved,Yes,Active
1042,2199,6858,2026-05-17,Changed Mind,108089.62,Pending,Passed,Pickup,Warehouse C,Opened,Replacement,No,3,Bank Transfer,Excellent,East,Resolved,No,Closed
1043,20961,4142,2025-10-21,Duplicate Order,55523.84,Pending,Passed,Pickup,Warehouse B,Opened,Refund,No,9,Wallet,Average,North,Resolved,Yes,Closed
1044,5921,1280,2025-11-15,Not as Described,6739.8,Rejected,Failed,Drop,Warehouse C,Sealed,Refund,No,13,Bank Transfer,Average,East,Resolved,Yes,Active
1045,28549,4091,2025-01-02,Wrong Item Delivered,61854.63,Rejected,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,1,UPI,Average,South,Pending,Yes,Active
1046,5431,4209,2025-04-06,Missing Parts,69867.99,Pending,Passed,Drop,Warehouse B,Sealed,Refund,No,14,Bank Transfer,Good,North,Resolved,Yes,Closed
1047,38867,6712,2025-02-25,Missing Parts,117296.1,Pending,Pending,Pickup,Warehouse A,Sealed,Replacement,No,1,UPI,Average,South,Resolved,No,Active
1048,15202,8042,2024-08-02,Quality Issue,36418.48,Pending,Failed,Pickup,Warehouse C,Sealed,Refund,Yes,13,Bank Transfer,Excellent,East,Pending,Yes,Active
1049,48235,2637,2024-12-04,Duplicate Order,51020.8,Pending,Passed,Pickup,Warehouse B,Sealed,Replacement,Yes,6,Wallet,Poor,West,Pending,No,Closed
1050,2269,9234,2025-01-11,Not as Described,912.14,Rejected,Failed,Drop,Warehouse C,Sealed,Replacement,No,6,Bank Transfer,Average,South,Resolved,No,Active
1051,29926,6728,2025-12-10,Missing Parts,131881.1,Pending,Passed,Pickup,Warehouse A,Opened,Refund,Yes,13,Bank Transfer,Average,South,Resolved,Yes,Active
1052,13161,9599,2026-06-02,Wrong Item Delivered,7974.96,Pending,Failed,Pickup,Warehouse A,Opened,Replacement,No,8,UPI,Good,West,Resolved,Yes,Closed
1053,7928,7952,2025-05-29,Missing Parts,24446.49,Pending,Pending,Drop,Warehouse A,Sealed,Refund,No,8,Wallet,Poor,East,Pending,Yes,Active
1054,40771,2512,2026-03-09,Quality Issue,27082.68,Pending,Failed,Pickup,Warehouse A,Opened,Refund,Yes,12,UPI,,North,Resolved,Yes,Active
1055,1822,1793,2026-06-29,Damaged Product,70726.64,Rejected,Failed,Pickup,Warehouse A,Sealed,Refund,Yes,9,UPI,Poor,East,Pending,Yes,Active
1056,1984,574,2026-01-07,Duplicate Order,85878.74,Completed,Pending,Pickup,Warehouse B,Sealed,Refund,No,3,UPI,Average,West,Pending,No,Closed
1057,15261,312,2025-10-29,Changed Mind,140977.42,Pending,Passed,Drop,Warehouse A,Opened,Replacement,Yes,10,UPI,Poor,West,Resolved,Yes,Closed
1058,16277,2079,2026-03-30,Quality Issue,12116.69,Rejected,Failed,Pickup,Warehouse C,Sealed,Refund,Yes,8,Wallet,Good,South,Pending,Yes,Active
1059,10955,6643,2026-02-02,Duplicate Order,52746.5,Completed,Passed,Pickup,Warehouse C,Opened,Replacement,Yes,2,Wallet,Poor,East,Resolved,No,Active
1060,24697,739,2025-08-08,Late Delivery,34525.55,Completed,Failed,Drop,Warehouse C,Opened,Refund,No,9,Bank Transfer,Average,West,Resolved,No,Closed
1061,37152,7205,2024-10-20,Not as Described,74522.18,Completed,Passed,Drop,Warehouse B,Opened,Refund,No,5,Bank Transfer,Poor,North,Resolved,No,Closed
1062,28354,4601,2025-03-17,Quality Issue,4859.67,Pending,Passed,Pickup,Warehouse A,Sealed,Refund,No,13,Wallet,,North,Resolved,No,Closed
1063,48015,8694,2026-04-13,Late Delivery,28065.71,Completed,Passed,Pickup,Warehouse C,Opened,Refund,No,7,Wallet,Excellent,South,Resolved,Yes,Active
1064,1363,9899,2025-07-04,Not as Described,40999.68,Rejected,Pending,Drop,Warehouse C,Sealed,Replacement,Yes,12,Wallet,Average,East,Resolved,Yes,Closed
1065,48758,6588,2026-06-11,Damaged Product,16153.13,Completed,Passed,Drop,Warehouse B,Opened,Replacement,Yes,14,Wallet,Average,North,Pending,Yes,Closed
1066,25058,5173,2025-09-02,Late Delivery,130518.8,Rejected,Pending,Pickup,Warehouse A,Opened,Refund,No,11,UPI,Excellent,East,Resolved,No,Closed
1067,47828,2087,2025-08-03,Late Delivery,95887.17,Completed,Pending,Pickup,Warehouse A,Sealed,Replacement,Yes,4,Wallet,Poor,North,Resolved,Yes,Closed
1068,9967,482,2026-02-16,Quality Issue,8587.84,Completed,Passed,Pickup,Warehouse A,Sealed,Replacement,No,13,Wallet,Good,North,Resolved,Yes,Active
1069,41003,9390,2025-10-21,Wrong Item Delivered,88577.83,Completed,Passed,Pickup,Warehouse A,Opened,Replacement,Yes,12,Bank Transfer,Poor,South,Resolved,Yes,Active
1070,822,6233,2024-10-04,Missing Parts,96066.12,Pending,Failed,Pickup,Warehouse C,Opened,Refund,No,11,Wallet,Average,North,Resolved,No,Active
1071,47224,7677,2025-06-01,Damaged Product,61836.47,Rejected,Pending,Drop,Warehouse C,Opened,Replacement,Yes,10,Wallet,Average,South,Resolved,No,Closed
1072,10823,453,2026-01-09,Late Delivery,14712.88,Rejected,Failed,Drop,Warehouse C,Sealed,Refund,Yes,13,UPI,Average,South,Pending,Yes,Active
1073,11638,7029,2026-02-26,Wrong Item Delivered,143681.62,Completed,Failed,Pickup,Warehouse B,Sealed,Replacement,No,7,Bank Transfer,Good,South,Resolved,No,Active
1074,35314,6905,2026-08-12,Quality Issue,86950.65,Completed,Passed,Drop,Warehouse A,Sealed,Refund,No,10,UPI,Poor,South,Pending,No,Active
1075,31220,3487,2025-11-02,Damaged Product,36667.59,Pending,Pending,Pickup,Warehouse B,Sealed,Refund,No,4,UPI,Good,East,Resolved,No,Closed
1076,38013,6401,2025-11-27,Quality Issue,128609.25,Rejected,Pending,Pickup,Warehouse A,Sealed,Refund,Yes,1,UPI,Excellent,East,Pending,No,Closed
1077,19729,8924,2026-04-07,Changed Mind,66630.86,Rejected,Passed,Drop,Warehouse B,Sealed,Replacement,No,7,UPI,Good,East,Pending,Yes,Active
1078,7748,8782,2026-02-09,Not as Described,36553.01,Pending,Passed,Pickup,Warehouse A,Opened,Refund,Yes,1,UPI,Excellent,West,Resolved,Yes,Closed
1079,11507,4195,2024-09-04,Wrong Item Delivered,48929.05,Pending,Passed,Drop,Warehouse C,Opened,Refund,Yes,13,Wallet,Average,West,Resolved,Yes,Active
1080,2508,4110,2025-06-13,Duplicate Order,12689.21,Rejected,Passed,Drop,Warehouse A,Opened,Refund,No,8,UPI,Good,North,Pending,Yes,Closed
1081,6307,8539,2025-01-07, Changed Mind ,73609.62,Pending,Pending,Drop,Warehouse B,Sealed,Refund,No,3,UPI,Good,North,Resolved,No,Active
1082,6492,7906,2026-04-13,Duplicate Order,44156.05,Pending,Failed,Drop,Warehouse C,Sealed,Replacement,Yes,4,UPI,Excellent,East,Resolved,Yes,Closed
1083,36454,7619,2026-01-11,Not as Described,18342.49,Pending,Failed,Drop,Warehouse B,Opened,Refund,No,10,UPI,Good,South,Pending,Yes,Active
1084,4607,9571,2026-06-07,Missing Parts,11407.42,Pending,Failed,Pickup,Warehouse B,Sealed,Refund,Yes,13,UPI,Excellent,West,Pending,No,Active
1085,14914,4245,2025-01-03,Damaged Product,14795.09,Rejected,Pending,Drop,Warehouse C,Opened,Refund,No,10,UPI,Average,South,Resolved,No,Active
1086,20796,5403,2024-11-23,Damaged Product,66751.33,Rejected,Failed,Drop,Warehouse B,Sealed,Refund,Yes,4,Bank Transfer,,North,Pending,No,Closed
1087,43173,7913,2025-07-11,Missing Parts,83046.01,Completed,Passed,Pickup,Warehouse B,Sealed,Refund,No,8,Wallet,Average,South,Resolved,Yes,Closed
1088,33939,1956,2025-04-17,Changed Mind,33706.98,Rejected,Pending,Pickup,Warehouse C,Sealed,Refund,Yes,12,Bank Transfer,Good,West,Resolved,Yes,Active
1089,2326,9721,2025-07-22,Not as Described,11308.01,Rejected,Passed,Pickup,Warehouse A,Sealed,Refund,Yes,11,Wallet,Excellent,East,Resolved,Yes,Active
1090,19658,9779,2026-01-17,Not as Described,26799.3,Completed,Passed,Pickup,Warehouse B,Opened,Replacement,Yes,14,UPI,,East,Pending,Yes,Active
1091,38603,448,2025-11-09,Duplicate Order,40950.72,Rejected,Pending,Pickup,Warehouse C,Sealed,Replacement,No,15,UPI,,North,Resolved,No,Active
1092,36602,8488,2025-11-16,Not as Described,88994.81,Rejected,Passed,Pickup,Warehouse A,Sealed,Refund,No,10,Bank Transfer,Excellent,North,Resolved,No,Closed
1093,31852,9900,2025-04-12,Missing Parts,60699.45,Rejected,Pending,Pickup,Warehouse B,Sealed,Replacement,Yes,5,UPI,Average,South,Resolved,No,Active
1094,44018,6183,2025-01-24,Wrong Item Delivered,54440.25,Pending,Failed,Pickup,Warehouse B,Opened,Refund,No,5,Wallet,Good,East,Pending,No,Active
1095,15640,5173,2024-11-27,Missing Parts,634.78,Completed,Failed,Pickup,WAREHOUSE C,Sealed,Replacement,No,7,Wallet,Good,East,Pending,Yes,Closed
1096,35180,1767,2025-04-26,Quality Issue,43390.65,Completed,Failed,Pickup,Warehouse A,Sealed,Refund,No,3,UPI,Average,South,Pending,No,Active
1097,36909,6276,2024-10-18,Late Delivery,65293.58,Pending,Pending,Drop,Warehouse C,Opened,Refund,No,3,Bank Transfer,Poor,West,Resolved,No,Active
1098,18606,9168,2025-01-23,Wrong Item Delivered,70106.62,Completed,Failed,Pickup,Warehouse A,Opened,Refund,No,11,Wallet,Good,South,Pending,Yes,Active
1099,25680,8477,2025-02-16,Missing Parts,36255.35,Completed,Failed,Pickup,WAREHOUSE A,Opened,Replacement,No,9,Wallet,Excellent,West,Pending,Yes,Active
1100,17415,5575,2025-01-05,Changed Mind,118191.68,Pending,Failed,Pickup,Warehouse B,Opened,Refund,No,6,Wallet,Excellent,South,Pending,No,Active
1101,15166,927,2026-04-02,Missing Parts,33108.46,Completed,Failed,Drop,Warehouse C,Opened,Refund,No,10,Wallet,Excellent,North,Pending,No,Active
1102,25583,231,2026-06-24,Not as Described,23685.72,Pending,Failed,Pickup,Warehouse A,Sealed,Refund,No,11,Bank Transfer,Average,West,Resolved,No,Closed
1103,17948,5432,2025-12-16,Missing Parts,44736.47,Rejected,Failed,Pickup,Warehouse B,Sealed,Replacement,No,13,Wallet,Excellent,North,Resolved,Yes,Active
1104,29170,8586,2025-05-08,Not as Described,12342.51,Pending,Passed,Drop,Warehouse C,Opened,Replacement,Yes,2,Bank Transfer,Excellent,West,Resolved,Yes,Closed
1105,36558,9309,2024-12-19,Late Delivery,66464.17,Pending,Pending,Pickup,Warehouse A,Sealed,Replacement,No,10,UPI,Poor,West,Resolved,Yes,Active
1106,33488,6099,2025-07-24,Changed Mind,10889.91,Completed,Failed,Drop,Warehouse A,Opened,Replacement,No,7,Wallet,Average,West,Pending,No,Closed
1107,7228,5067,2026-01-14,Missing Parts,65227.65,Pending,Passed,Pickup,Warehouse B,Sealed,Replacement,No,8,Bank Transfer,Average,North,Pending,No,Closed
1108,48263,1585,2024-08-12,Damaged Product,8115.14,Pending,Passed,Pickup,Warehouse B,Sealed,Replacement,No,13,UPI,Good,West,Pending,No,Active
1109,45715,7828,2024-11-29,Duplicate Order,2993.2,Rejected,Pending,Drop,Warehouse A,Opened,Refund,No,3,UPI,Excellent,South,Resolved,No,Active
1110,47936,9609,2025-03-02,Missing Parts,45138.2,Pending,Pending,Drop,Warehouse B,Sealed,Refund,No,10,UPI,Poor,North,Resolved,Yes,Active
1111,29867,6275,2026-03-09,Wrong Item Delivered,649.95,Completed,Failed,Drop,Warehouse C,Sealed,Refund,Yes,13,Wallet,Excellent,North,Pending,No,Closed
1112,23400,3939,2024-09-07,Quality Issue,49164.88,Completed,Passed,Pickup,Warehouse C,Sealed,Replacement,Yes,15,Bank Transfer,Poor,South,Pending,No,Active
1113,49251,5088,2025-12-27,Wrong Item Delivered,131621.34,Completed,Pending,Pickup,Warehouse A,Opened,Refund,No,4,Wallet,Poor,East,Resolved,No,Closed
1114,39808,8291,2025-12-19,Missing Parts,48184.92,Rejected,Passed,Drop,Warehouse C,Sealed,Refund,No,5,Wallet,Good,East,Resolved,Yes,Active
1115,32763,6858,2026-07-15,Changed Mind,21845.69,Pending,Failed,Pickup,Warehouse A,Sealed,Replacement,No,11,Bank Transfer,Average,West,Pending,Yes,Active
1116,19802,9279,2026-04-11,Wrong Item Delivered,17016.52,Completed,Passed,Pickup,Warehouse C,Sealed,Replacement,No,11,Wallet,Excellent,West,Pending,No,Active
1117,41214,911,2026-07-09,Quality Issue,6427.53,Pending,Passed,Pickup,Warehouse A,Sealed,Refund,Yes,15,Bank Transfer,Average,North,Resolved,Yes,Closed
1118,19907,1168,2024-08-13,Changed Mind,62644.78,Pending,Pending,Pickup,Warehouse A,Sealed,Refund,No,12,Wallet,Good,East,Resolved,No,Active
